review,rating,date,language,restaurant
"Arrivati al locale la signora Lyn, nonché proprietà, vi ha accolti con molta accoglienza. Dopo una breve attesa abbiamo ricevuto il nostro ordine, un tagliere misto di carne e una porzione di patatine gentilmente offerte dalla signora. Tutto buonissimo ed abbondante, sangria super e ambiente...Più",50,gennaio 2023,IT,Don Asador
"Lyn, Cameriera molto dolce e gentile.
Ci ha consigliato nella scelta e si è preoccupata piú volte che tutto fosse in ordine ed ha reso veramente gradevole la cena.
La carne è molto buona e le porzioni risultano abbondanti.
Consigliatissimo, se un domani dovessi ritrovarmi...Più",50,gennaio 2023,IT,Don Asador
"Tutto molto buono.
Personale gentilissimo.
Soprattutto Monica che è stata molto disponibile.
Non posso che raccomandare questo posto.",50,gennaio 2023,IT,Don Asador
Qualita' 10 volte superiore al prezzo... simpatia 1000.... da non perdere!!! Materie prime eccezionali cotte alla perfezione...,50,gennaio 2023,IT,Don Asador
"Un ristorante piccolino e autentico, il personale è gentilissimo, Ybess e Ybeth con i loro sorrisi e modi garbati ci hanno fatto sentire a casa. 
Abbiamo preso sangria, empanadas, carne cotta alla griglia e due dolci, tutto buonissimo. 
Lo consiglio davvero!",50,gennaio 2023,IT,Don Asador
"Stasera siamo stati a cena io, mio marito e figli di 9 e 10 anni. Subito ottima accoglienza,siamo arrivati prima ma in 5 minuti c hanno fatto accomodare sebbene il locale era quasi pieno e non è molto grande. Ci hanno servito Fernanda, giovane sorridente...Più",50,gennaio 2023,IT,Don Asador
"Uno dei migliori ristoranti di questo viaggio. Ottimi pan bau, tacos e la carne di toro. Ci torneremo al prossimo viaggio a Barcellona!",50,maggio 2022,IT,Locavore Barcelona
"Locale carino, contemporaneo. Il servizio attento dell’assistente di sala ha reso la cena ancora più gradevole. Ottime portate corredate di esaudienti spiegazioni che esprimevano la qualità dei prodotti e delle preparazioni.
Nel corso della cena abbiamo avuto un piccolo intoppo, una cosa antipatica ma che...può capitare, per questo non ci hanno permesso di pagare il conto della cena, comportamento unico. Complimenti 👏🏽👏🏽Più",40,maggio 2022,IT,Locavore Barcelona
Servizio rapido e preciso. Ricette originali. Piatti più che soddisfacenti. Locale semplice e ben arredato in stile moderno.,50,marzo 2022,IT,Locavore Barcelona
Il panuozzo fantastico! Montanare super. Il locale bello e il servizio veloce. Per finire un tiramisù eccezionale!,50,febbraio 2023,IT,Off-Street
Bella esperienza. Sono andata col mio ragazzo e ci hanno trattato benissimo. Cibo TOP! Si vede che i prodotti sono di qualità. Bravi!,50,febbraio 2023,IT,Off-Street
"Da buon italiano mi era leggermente mancata la cucina tipica del mio paese , qui è come stare a casa. La pizza mi fa ritornare a Napoli, lo staff cordiale e accogliente . Complimenti👍🏻",50,gennaio 2023,IT,Off-Street
"Ottimo ristorante italiano , pulito , dipendenti simpaticissimi , parlano tutte le lingue e sanno sempre come accontentarti",50,gennaio 2023,IT,Off-Street
Ho mangiato spesse volte poiché ho ritrovato i sapori della vecchia nonna ci ritorneremo volentieri e lo consiglierò di certo ad amici e parenti.,50,novembre 2022,IT,Off-Street
"pizza buonissima e personale super gentile. 
se ne avremo la possibilità, torneremo sicuramente. rapporto qualità prezzo molto buono",50,dicembre 2022,IT,Off-Street
"Tutto molto buono, ambiente molto familiare con sapori di casa.. Proprietario gentile e competente..",50,dicembre 2022,IT,Off-Street
Locales molto bello comida eccezzionale prezzo qualita equilibrado farse qualche euro más ma ne vale la pena tornero di siguió.,50,dicembre 2022,IT,Off-Street
Un ristorante eccezionale pizza buonissima pasta bolognese e carbonara ecezzionale prezzo giusto attenzione da parte del titolare ottima,50,dicembre 2022,IT,Off-Street
Spettaxolare comida pasta pizza excelente local limpio e bellísima birra di varios qualita precio giusto,50,novembre 2022,IT,Off-Street
Sono rimasto molto contento . Non immaginavo si potesse mangiare così bene come in Italia. Posto accogliente . Il proprietario super gentile ci ha fatto accomodare e subito ci ha regalato delle zeppò Line napoletane con funghi porcini la fine del mondo. Locale super pulito...Più,50,novembre 2022,IT,Off-Street
"Bellissimo local accogliente pasta allá carbonara buonissima postre típico napoletano BABA favoloso   

+++++++++++++++",50,novembre 2022,IT,Off-Street
Mi sono sentito come a casa. Personale gentile e disponibile. Ottimo cibo italiano per chi come me preferisce anche all'estero,50,ottobre 2022,IT,Off-Street
Pasta pizza e burger da sballo siamo in 4 e abbiamo provato un po di tutto e la seconda volta che siamo ospiti di questo meraviglio locare e ci ritorneremo di sicuro.dimenticavo..gelato da incanto.,50,novembre 2022,IT,Off-Street
"Locale bellissimo, personale cordiale e simpatico. Ottimo cibo!! Leccornie di tutti i tipi!! Tornerò sicuramente non appena ne avrò di nuovo occasione.",50,ottobre 2022,IT,Off-Street
Ristorante scoperto grazie a The Fork. Ottima pizza con prodotti italiani e personale davvero gentile. È stato un vero piacere chiacchierare con il proprietario.,50,novembre 2022,IT,Off-Street
E già la quinta volta che veniamo a cena e restiamo sempre molto contenti sia del cibo che del servizio pasta alla carbonara eccellente pizza squisita dolci favolosi ...prezzo GIUSTO,50,ottobre 2022,IT,Off-Street
E la terza volta che vado e resto sempre stupito dal cibo veramente ottimo lo consiglio vivamente tiramisù da 10 e lode,50,agosto 2022,IT,Off-Street
Mangiare un primo piatto e come stare in italia prezzo qualità eccellente tornerò non solo ma consiglierò altre persone a mangiare da VOI.,50,giugno 2022,IT,Off-Street
Sono stato con mia moglie e mio figlio a mangiare in questo magnifico posto. Super accogliente con cucina italiana con prodotti di ottima qualità. Prezzo giusto ci hanno anche regalato uno shot  di limoncello. Ritorneremo sicuramente,50,giugno 2022,IT,Off-Street
"Incredibile Sushi come a Tokyo. Piccolo accogliente Sushi Bar in Barcellona. Cibo super, servizio eccezionale.Sono stato qui con la mia famiglia, accogliente e personale molto efficiente.",50,dicembre 2022,IT,Jara Sushi Degustación
"Sono andato al Jara sushi ed o ordinato alcuni piatti che mi hanno lasciato ha bocca aperta, non solo per l'aspetto (molto instagrammabili 😍) ma sopratutto per il loro sapore !!
Oltre al cibo che era molto buono, faccio i miei complimenti al personale del...ristorante perché sono stati gentili e accoglienti.
Tornerò di sicuro è porterò con me alcuni amici 😉Più",50,maggio 2021,IT,Jara Sushi Degustación
"Gente, se siete a Barcelona e avete voglia di sushi ma non sapete dove andare dovete correre al Jara sushi, qui ho provato il sushi più buono della mia vita e vi garantisco che ne ho mangiato molto, hahaha.
Il posto ha luce e calore...ed il personale è super premuroso e attento ai piccoli dettagli. 
Tornero e portero degli amici.Più",50,agosto 2022,IT,Jara Sushi Degustación
"Sono venuta a mangiare qui con delle mie amiche, personale molto gentile e disponibile.
Cibo davvero ottimo, ci ritornerò sicuramente!",50,settembre 2022,IT,Jara Sushi Degustación
"Io amo il sushi e avevo timore di non trovare uno buon a Barcelona, poi ho provato il jara sushi e me ne sono follemente innamorata 😍, e il mix tra presentazione dei patti eccellente e il gusto più buono che abbia mai provato in...tutta la mia vita🤩.
Tornerò di sicuro a provare altri piatti e lo consiglio fortemente a tutti 💯!Più",50,settembre 2022,IT,Jara Sushi Degustación
"Il cibo è di una qualità rara da trovare in un ristorante, personale simpatico e gentile e location piccola ed accogliente, intima se si vuole andare in coppia ma adatta anche a piccoli gruppi",50,agosto 2022,IT,Jara Sushi Degustación
"Oltre che aver prenotato per quattro persone ci hanno detto che c’era posto solo per due. Dopo 20 min ci hanno fatto sedere  tutti e 4. Non è possibile che sappiano solo lo spagnolo e non L inglese, infatti pensavo fosse all you can eat...e invece non lo era. Come avrete capito non riuscivamo a comunicare non essendo padronanti dello spagnolo.
Cibo buono e pregiato ma il prezzo per noi non ne valeva la pena, e neanche la preparazione del personalePiù",10,agosto 2022,IT,Jara Sushi Degustación
"Posto ottimo!!! Personale molto cordiale e disponibile, gentilissimi e super simpatici!
Si mangia molto bene, cibo gradevole
Si respira un'atmosfera familiare, ci ritornerò!",50,aprile 2022,IT,Jara Sushi Degustación
"Abbiamo concluso la vacanza con un magnifico pranzo in questo ristorante, eravamo da soli nel tavolino...prima di tutto ci è stato mostrato il pesce che poi abbiamo mangiato, inoltre il wasabi era fresco!!!
Il sushi viene preparato a vista e con grande maestria
Tutto buonissimo,...superlativo.
Il personale e molto cordiale e la professionalità è al top.
Infine bisogna considerare il fatto che ogni piatto ha una sua storia e questa viene raccontata alla perfezione....insomma incredibile.
ConsigliatissimoPiù",50,aprile 2022,IT,Jara Sushi Degustación
"A Barcellona ho mangiato un sushi superlativo , sia per la materia prima , la presentazione e il servizio . In realtà è un take a way, ma dentro offre due soluzioni , o un bancone con tre sgabelli , o un tavolo per 4...persone , intimo !!! Il sushi viene preparato a vista e prima di iniziare ti fanno vedere il pesce che utilizzeranno. Tutto impeccabile  anche il prezzo. Consigliato , attenzione a Google Maps che mi ha dato la segnalazione sbagliato, forse è stato un caso , comunque prendete la linea L7 e scendete a padùa.Più",50,dicembre 2021,IT,Jara Sushi Degustación
"Siamo venuti qui con la mia ragazza, abbiamo trovato questo posto tramite TripAdvisor, e visto che eravamo in zona abbiamo deciso di andarci.
I ragazzi sono bravissimi e gentili, ottimo servizio!
Il Sushi e la qualità del cibo era superiore alla norma, bellissima la presentazione,...Più",50,novembre 2021,IT,Jara Sushi Degustación
"La qualità del pesce è spettacolare, il personale cordiale e disponibile ed i dolci indimenticabili 

Posto riservato e tranquillo, per una cena romantica è il top",50,settembre 2021,IT,Jara Sushi Degustación
Io e le mie amiche abbiamo ordinato da asporto questa sera ed era tutto davvero molto buono. Il pesce era freschissimo e i dipendenti cordiali e simpatici. 😄,50,settembre 2021,IT,Jara Sushi Degustación
"Posto veramente accogliente, il servizio era il massimo e il cibo era eccellente, non vedo l'ora di tornarci.  La qualità del pesce e del riso è di primissima qualità, consigliatissimo!!",50,maggio 2021,IT,Jara Sushi Degustación
"Scoperto per caso, troviamo un posto davvero molro bello, dove si mangia benissimo e con ingredienti di grande qualità e un personale giovane e super carino e disponibile. Un'esperienza da 5 stelle. Grazie!!!",50,febbraio 2023,IT,Babula Bar 1937
"Locale centrale, personale cordiale e professionale.Cucina a vista e standard alto della qualità del cibo.Abbiamo assaggiato varie tapas ed è stato un crescendo di bontà.Menzione speciale alle tartare, di tonno, salmone e manzo, eccezionali.Dolci davvero buoni e fatti in casa.Chiaramente la qualità si paga, ma...è nettamente inferiore a ciò che si pagherebbe nelle nostre città.Più",50,gennaio 2023,IT,Babula Bar 1937
"Abbiamo mangiato dell’ottimo pesce (canocchie,  capesante, gamberi) e un ceviche con una salsina al limone eccezionale. Vino bianco ottimo e anche il dessert al l’ananas con salsa piccante alla cannella è stato una sorpresa. Abbiamo cenato al bancone perché il ristorante era pienissimo. Consiglio prenotazione...con largo anticipo. Ci tornerò!Più",50,gennaio 2023,IT,Babula Bar 1937
"Siamo arrivati al ristorante e ci hanno fatto accomodare davanti alla cucina a vista, molto bella . 
Hanno delle ottime tapas e il servizio di sala é eccezionale.. 
Drink stupendi e il cameriere Santi molto preparato e simpatico. 
Quando tornerò a Barcellona verrò di sicuro..",50,gennaio 2023,IT,Babula Bar 1937
"Siamo arrivati che il locale era già pieno, piccolo ma ben strutturato con tanti tavoli, bar e cucina e vista. Tante tapas per tutti i gusti e servizio di sala eccellente, molto cordiali e simpatici, sempre con il sorriso.
Consiglio vivamente questo locale a chiunque...passi da Barcellona e volgia passare una serata spensierata e mangiando benePiù",50,gennaio 2023,IT,Babula Bar 1937
"un bel ristorante, sito in zona centrale.
davvero solamente elogi per il cibo di grandissima qualità, abbinamenti non scontati e innovativi. 
mi trovo costretto a non poter assegnare di più in virtù del servizio, i ragazzi gentilissimi, ma ahimè decisamente a rilento e per il...rapporto costo-quantità.
capisco il concept delle tapas, ma pagare 25 euro una ed una sola fetta di agnello esula da qualsiasi concetto.Più",30,ottobre 2022,IT,Babula Bar 1937
"Un’atmosfera unica, personale super disponibile con un’accurata descrizione dei piatti! 
Ci si diverte e rilassa nello stesso tempo.. piatti tradizionali dal gusto unico e ricercato! 
Consigliato al 100%",50,ottobre 2022,IT,Babula Bar 1937
"Tornati con molte aspettative, rimasti molto delusi , tutto molto peggiorato cibo scarso servizio troppo frettoloso e sbrigativo ! Non è stata una serata piacevole . Non torneremo più",30,ottobre 2022,IT,Babula Bar 1937
"Sarò sintetico, cibo ottimo e piatti ricercati. Location suggestiva e personale molto gentile, un ringraziamento particolare ad Alejandro che ci ha accompagnato per tutta la cena con i suoi ottimi consigli!",50,agosto 2022,IT,Babula Bar 1937
"Location molto accogliente.
Abbiamo ordinato diverse tapas tutte molto buone e ricercate, il salmone marinato assolutamente da provare! 
Personale molto disponibile e rapido, in particolare Alejandro sorridente e molto gentile.
Ritorneremo, super consigliato!",50,agosto 2022,IT,Babula Bar 1937
"Sei tapas, due bottiglie da 50cl di acqua, una birra per pagare 95 euro. Inoltre la sera mi sono dovuta alzare dal letto per andare a vomitare. Ma con cosa cucinano??? Mai più. Sicuramente è di moda andarci per i giovani ricchi di Barcellona, noi...Più",10,luglio 2022,IT,Babula Bar 1937
"Tapas e cocktail da invidiare! Dal credute fino al cucinato. Cocktail per tutti i gusti , molto buono il no gay manina!!!! Ripeterò",50,maggio 2022,IT,Babula Bar 1937
Servizio impeccabile con spiegazioni dettagliate di ogni piatto. Ogni singola portata ha un sapore genuino e puro con materie prime impeccabili! Assolutamente da provare,50,marzo 2022,IT,Babula Bar 1937
"Cibo ottimo e ricercato, come i cocktail.Tutto buonissimo. Lo staff è molto preparato e simpatico. Un ringraziamento particolare a Veronica che ci ha preparato dei cocktail personalizzati molto buoni. Consigliatissimo.",50,marzo 2022,IT,Babula Bar 1937
"Siamo statim a cena sabato sera , siamo arrivati puntuali , molta fila fuori, ci siamo presentati al receptionist , ed in un attimo eravamo al nostro tavolo che era già libero, locale molto carino,il nostro tavolo era nella zona bar , benissimo. 
Personale molto...Più",50,marzo 2022,IT,Babula Bar 1937
"Dico che 5 punti sono pochi...bisognerebbe darne 10!!!
Assolutamente soddisfatti delle nostre aspettative leggendo tutte le recensioni...
A partire dai cocktail e continuando con il cibo...camerieri e baristi top...
Locale molto particolare e suggestivo...
Bravi bravi!!!!",50,marzo 2022,IT,Babula Bar 1937
"Locale molto bello, cibo ottimo e servizio eccellente grazie a Roberto e Santi per la super disponibilità e gentilezza. Ci torneremo sicuramente",50,febbraio 2022,IT,Babula Bar 1937
"TUTTO DA PROVARE!!!!!! cocktail raffinati, cucina impeccabile, selezione di vini per tutti i gusti. personale attento al dettaglio no n si può chiedere di più .",50,febbraio 2022,IT,Babula Bar 1937
"Bar super consigliato, è già la seconda sera di fila che ci andiamo e ci siamo trovate veramente bene; l’atmosfera super carina, cocktail veramente buoni e personale gentile e attento alla cura del cliente. È un posto ottimo.",50,febbraio 2022,IT,Babula Bar 1937
"una increible serata con la mia Donna 
mengare exquisito. 
ambient perfect. 
god people's. 
perfectly food.
grache mile keke por la Tue attencione 
retornaremos. 
very nice prices  
tutto divine",50,febbraio 2022,IT,Babula Bar 1937
"LOCATION: vicino la Rambla, locale piccolo ma accogliente. Su due piani.

SERVIZIO: personale veloce e gentile. Proprietario parla anche in italiano.

CIBO: patata mix, paella marineria, nachos con guacamol, pulpo gallego, brocheta de pollo... Abbiamo mangiato qui 4 sere di fila perché abbiamo trovato tutto...molto buono. Dai piatti tipici ma anche hamburger ed entrecot.

PREZZO: 25€ a testa a sera. Prendendo mediamente 2 antipasti da dividere e una portata principale. Acqua (che è solo in bottiglie piccole) e birra.Più",50,febbraio 2023,IT,Prado de Flores
"Il locale super carino e accogliente. Pulitissimo e ordinato.
Patatas bravas più buone della città, paella ottima e anche la sangria buonissima.
Complimenti anche a Jordi che ha saputo consigliarci al meglio e in italiano 🤩",50,novembre 2022,IT,Prado de Flores
"Cibo di ottima qualità, veramente buonissimo. Servizio eccellente, il personale ci ha accolto subito, in particolare ci ha servito Stephanie, è stata davvero gentile e disponibile. Serata molto piacevole, anche il locale e’ molto accogliente. Consigliatissimo!",50,febbraio 2023,IT,Prado de Flores
"Location carina e colorata
Ambiente accogliente
Staff gentilissimo, soprattutto la cameriera Dolce.
Cibo di qualità e prezzo standard.
Consigliatissimo!!!! Io",50,febbraio 2023,IT,Prado de Flores
"Siamo andati al Prado de Flores in 9, e ci siamo trovati davvero benissimo. Abbiamo ordinato varie entrecote, panini, tapas e sangria ed erano davvero ottime. Personale gentilissimo e cordiale, cibo ottimo e prezzo più che abbordabile. Siamo stati seguiti da Christal, la quale è...stata una validissima cameriera.
Consigliamo assolutamente una visita in questo ristorante per provare piatti tipici e non solo.Più",50,febbraio 2023,IT,Prado de Flores
"Pranzo o cena in un ambiente rilassato e non invadente...paella ottima, e anche il resto, ricco di piatti locali tutti cucinati benissimo, anche negli ingredienti che senti freschi. Buone le quantità, consigliatissimo",50,febbraio 2023,IT,Prado de Flores
"Il ristorante era stupendo, un’atmosfera intima e rilassante, ottima per godersi una buona cena dopo una lunga passeggiata per la città. Il cibo buonissimo, il menù era volto vario ed erano presenti molti piatti tipici. Il titolare molto cordiale e a rendere il tutto ancor...più perfetto è stata la gentilezza di Stephanie, sempre sorridente e disponibile. Una ragazza fantastica. Torneremo sicuramente e lo consiglio a chiunque venga a Barcellona!!! Inoltre la posizione è ottima poiché si trova in una traversa di Plaça Catalunya.Più",50,febbraio 2023,IT,Prado de Flores
Ristornate accogliente su due piani. Ampia scelta e ottimo cibo locale. Personale simpatico e gentile,40,gennaio 2023,IT,Prado de Flores
"Cibo buonissimo, locale stupendo e personale accogliente, per niente esagerato come prezzo vista la qualità di quello che abbiamo mangiato! Patate bravas più buone che ho mangiato dopo 6 giorni di barcellona e paella fenomenale",50,gennaio 2023,IT,Prado de Flores
"Siamo capitati per caso di fronte a questo locale e ci siamo entrati perché dall'esterno sembrava molto carino e tranquillo.
Siamo stati piacevolmente accolti dalla gentilezza del personale ed il cibo ha superato le nostre aspettative. 
Tapas molto buone ed una paella veramente ottima.l!!!!!",50,gennaio 2023,IT,Prado de Flores
"Se siete italiani non ordinate la pasta, lo dico per il vostro bene. Il resto del menu non posso dirvi nulla perché non l’abbiamo provato. Locale carino e personale gentile.",20,gennaio 2023,IT,Prado de Flores
"Abbiamo cenato in questo ristorante due volte durante il nostro soggiorno di 5 giorni a Barcellona: siamo stati piacevolmente colpiti dall'ottima accoglienza da parte del personale, in particolare  di Jordi. La seconda sera poi ci ha accolti come fossimo vecchi amici!
Ottima la paella e...Più",40,novembre 2022,IT,Prado de Flores
"Abbiamo passato una bella serata, mangiato qualche tapas e hamburgessa tutto molto buono e la gentilezza e il sorriso di Camila sono stati la ciliegina sulla torta.
TOP.",40,novembre 2022,IT,Prado de Flores
"Posizione ottimale, il cibo molto buono , costo giusto e il servizio perfetto .mi è piaciuto tanto mangiarci quindi ci tornerei volentieri",40,ottobre 2022,IT,Prado de Flores
Uno dei migliori ristoranti della zona. Isha e Camilla veramente molto cordiali e simpatiche oltre che brave sul proprio lavoro.,50,ottobre 2022,IT,Prado de Flores
"Tutto perfetto. Tapas e paella ottimi. Christal, la cameriera che ci ha servito, è stata gentile, simpatica e disponibile.",40,ottobre 2022,IT,Prado de Flores
Paella molto buona . Noi abbiamo preso Arroz negro . Anche le Tapas buonissime in particolare i nachos. Cameriere Jordi molto cortese.,40,ottobre 2022,IT,Prado de Flores
Prima volta a Barcellona... Bella location vicino al la Rambla.. Cucina buona e 0ersonale molto gentile lo consiglio... JORDE  molto gentile e cortese,50,settembre 2022,IT,Prado de Flores
"Abbiamo provato sia la classica paella che gli hamburger ed era tutto squisito! Il titolare è stato amichevole e gentilissimo. Il locale è molto carino e chiude tardi rispetto agli standard di Barcellona!
Siamo tornati ben due volte e ci ritorneremo sicuramente 🥰",50,agosto 2022,IT,Prado de Flores
"Siamo stati da Jordi una domenica sera e siamo stati accolti davvero bene. Oltre a sapere un pochino l’italiano ( per la mia famiglia questo poteva solo che essere solo che un punto a suo favore), ci ha fatto sentire proprio a casa. Il locale...Più",50,agosto 2022,IT,Prado de Flores
"Siamo arrivati senza prenotare ma il titolare ci ha subito accolti ed in meno di 10 minuti ci ha fatto accomodare (eravamo in 5). Servizio ottimo, molto simpatici i camerieri di sala. Cibo ottimo, ci siamo sentiti come a casa. Dopo vari giorni di tapas...e paella sentivamo la necessità di un piatto di pasta BUONO ed una PIZZA vera!! Complicanze davvero. Da ritornarci al prossimo viaggio a Barcellona.Più",50,febbraio 2023,IT,Anema E Core
"Il miglior ristorante di barcellonaaaa!!!! 
I carpacci buonissimi e il personale fantastico! Per non parlare dello chef Enzo ❤️❤️❤️❤️❤️",50,febbraio 2023,IT,Anema E Core
"Personale caloroso, gentile e disponibile.
Locale accogliente.
Cibo tanto genuino quanto gustoso. 

Torneremo sicuramente.❤️",50,febbraio 2023,IT,Anema E Core
abbiamo passato una serata in famiglia davvero incredibile grazie all’accoglienza e alla gentilezza dello staff. Cibo ottimo e servizio molto curato. Locale accogliente e piatti ottimi e gustosi.❤️,50,febbraio 2023,IT,Anema E Core
Ristorante bellissimo accogliente molto amichevole l ideale per chi vuole mangiare vero cibo napoletano abbiamo passato una serata bellissima esperienza  da rifare sicuramente,50,febbraio 2023,IT,Anema E Core
"Sono napoletano e questo locale è l’unico che mi fa sentire veramente a casa, prodotti eccellenti e personale super cordiale.",50,febbraio 2023,IT,Anema E Core
"Eccellente rapporto qualità prezzo!
L'ingrediente principale per una buona cucina è l'amore di chi cucina.
Cibo top di prima qualità",50,febbraio 2023,IT,Anema E Core
"Un locale davvero fantastico da ritornarci sicuramente 
La pasta e i sughi uno spettacolo e il servizio Top
Bravi ragazzi",50,gennaio 2023,IT,Anema E Core
"Siamo stati a pranzo in questo locale fantastico, ci siamo sentiti subito a napoli, antipasto buonissimo da tradizione, primo piatto spaghetti con le vongole che ci ha lasciati senza parole, camerieri gentilissimi e accoglienti, sicuramente ci ritorneremo, 10 e lode!!!",50,gennaio 2023,IT,Anema E Core
"Ragazzi uno spettacolo il cibo, servizio perfetto. Pizza buonissima da napoletana lo posso dire. Primi piatti fantastici. Cordiali e disponibili. Insomma bisogna andarci assolutamente se si passa per Barcellona",50,dicembre 2022,IT,Anema E Core
"Scelta fatta per caso,nulla da dire tutto accogliente dal personale alle portare squisite,tutto perfetto da ripetere e da provare assolutamente 🔝🔝🔝👍🏻",50,dicembre 2022,IT,Anema E Core
Esperienza spettacolare siamo stati a Barcellona 5 giorni mangiando un po’ in giro senza nulla di buono poi abbiamo cercato un ristorante italiano su google ed è uscito questo è veramente ci siamo sentiti a casa piatti spettacolari pizza buonissima e i camerieri molto simpatici...Più,50,dicembre 2022,IT,Anema E Core
"Senza aspettative, siamo venuti a mangiare una pizza con una comitiva di ragazzi over 20. Il locale si presenta benissimo, ed è provvisto di un televisore che trasmette qualsiasi genere di sport. Sia la pizza che gli antipasti sono stati di notevole qualità, ed il...Più",50,novembre 2022,IT,Anema E Core
"Gestito da napoletani e in particolare Luigi che ti fa sentire a casa! Ho trovato in questo ristorante un'atmosfera familiare e dei pasti che hanno soddisfatto me, mio padre e mia sorella con i quali ho condiviso questa esperienza! Un bel risotto alla pescatora ieri...Più",50,ottobre 2022,IT,Anema E Core
"Semplicemente top🔝🔝🥰 tutto buonissimo, se siete a Barcellona e vi manca il cibo napoletano, siete nel posto giusto.",50,ottobre 2022,IT,Anema E Core
"Abbiamo deciso di mangiar qui  in base alle recensioni e devo dire che non poteva essere scelta migliore! Ottima cucina, ottima pizza e anche ottima la cortesia. E anche il dolce non mente :)
Grazie a Luigi e a tutto il team",50,settembre 2022,IT,Anema E Core
"Sono stata in città 5 giorni e sono venuta in questo ristorante per 2 sere perché si mangia davvero molto bene. La prima sera ho mangiato la pizza e invece la seconda sera un piatto di pesce che ha superato le mie aspettative. 
Anche le...Più",50,settembre 2022,IT,Anema E Core
"Ho ordinato una pizza veramente ottima 
Era grande e molto ricca!
Il personale era molto carino e disponibile
Ci tornerò !",50,settembre 2022,IT,Anema E Core
"Sono ritornato a mangiare qui a pochi giorni di distanza mangiando la prima volte la posta alla scapece e la seconda volta il risotto al nero di seppia.

Semplicemente sensazionale
Lo consiglio",50,settembre 2022,IT,Anema E Core
"Ristorante meraviglioso. Cibo di altissima qualità, clima accogliente e famigliare e il proprietario Luigi una persona squisita che sa fare veramente bene il suo lavoro.
Assolutamente consigliato sia per il ristorante che per la pizzeria.",50,settembre 2022,IT,Anema E Core
"Eccellente!!!Se volete gustare i sapori tipici della Spagna in un locale piccolo ma caratteristico con un personale gentile e cordiale allora questo è il posto giusto! Esperienza bellissima, torneremo!!!",50,gennaio 2023,IT,Bodega Oliva
"Ottima posizione, personale cordiale e simpatico, buon cibo. Nonostante il locale fosse un po' piccolo abbiamo passato una piacevole serata.",40,novembre 2022,IT,Bodega Oliva
"Il locale si trova nel quartiere Gotico, vicino alla bella (e affollata) placa Reial; è un locale decisamente a misura d'uomo, con circa 20 coperti; è probabilmente necessario aspettare un pochino fuori, tipico di questi  locali con dimensioni ridotte; di contro, l'atmosfera interna è assolutamente...accogliente e di forte attenzione al cliente, non come altri tapas bar più quotati..
E' perfetto per due persone per minimizzare l'attesa; io sono stato con famiglia (4 persone) e ho dovuto attendere circa 15 minuti (sorseggiando una sangria).
Abbiamo trovato ottime le tapas, con formula menù a sorpresa: portano 6 tapas ed un antipasto a loro scelta +shottino finale; il tutto costa €30 in tutto per due persone oppure con 40€ (sempre in totale per 2 persone) aggiungono un bel piatto di affettati misti; ci è piaciuto così tanto che siamo tornati la sera successiva e abbiamo provato entrambi i tipi di menù (su 12 topas servite erano tutte diverse!)
Molto gentile la proprietaria.
Nessun effetto collaterale (neanche il post sangria e post vino rosso della casa..)
Consigliato!Più",50,settembre 2022,IT,Bodega Oliva
"Molto interessante la proposta del menu con 6 tapas a sorpresa, tutte buonissime. Ragazzi molto gentili e simpatici, prezzo onestissimo.",50,settembre 2022,IT,Bodega Oliva
Pizza buonissima veramente napoletana staf gentilissimo e proprietario napoletano  ho mangiato una pizza molto particolare e dev dire super super buona,50,febbraio 2023,IT,Don Kilo Gourmet
"Molto buono. Locale piccolino ma d’altronde la maggior parte dei ristoranti sono così a Barcellona. Camerieri molto simpatici, abbiamo provato un mix da condividere buonissimo! In seguito pasta, molto buona!",50,dicembre 2022,IT,Don Kilo Gourmet
"Pizza buonissima qualità top!!
Personale eccezionale, velo consiglio!!
Tappa da fare e si va in vacanza a Barcellona",50,novembre 2022,IT,Don Kilo Gourmet
"Esperienza unica, pizza/calzone senza glutine spettacolare, e anche col glutine Accoglienza top, personale amichevole, disponibile e cordiale anche con il pienone, Umberto è mitico.
Super consigliato, dovete mangiare qua.
Prezzo top",50,settembre 2022,IT,Don Kilo Gourmet
"Sono stato per mangiare una pizza , ero da solo,  per fortuna mi hanno trovato un posto subito, locale era super pieno, 
Prezzi ottimi , pizza buona, locale e un po piccolo.
Consiglio vivamente .",40,agosto 2022,IT,Don Kilo Gourmet
"Pizzeria fantastica, personale attento e competente, una delle pizze migliori assaggiate in vita mia. 
Davvero complimenti, ci ritornerò sicuramente",50,agosto 2022,IT,Don Kilo Gourmet
"Ottima pizza, forno a legna; veloci, gentili ed una buona varietà tra cui scegliere nel menù, ha diverse alternative anche senza considerare la pizza.",50,agosto 2022,IT,Don Kilo Gourmet
"Siamo stati io e la mia ragazza per cena, siamo rimasti veramente molto contenti, personale gentile e disponibile , prodotti di ottima qualità ed impasto leggero e molto digeribile.
Dovessi suggerire una pizzeria Italiana non esiterei a consigliare DonKilo Gourmet.",50,agosto 2022,IT,Don Kilo Gourmet
