level_0,index,Restaurant,Review original,Language,Translated Review,Compound,Rating,Date,Cuisine,Total Rating
1889,1936,Blu Bar,"Eu me vi passando por acaso e depois sempre volto.
 Excelente restaurante / bar vegan Garçons e profissionais muito simpáticos e agradáveis, ao mesmo tempo. Um lugar especial com excelentes pratos bem preparados. Lugar a não perder! !Mais",Portuguese,"I found myself passing by and then always come back.
Excellent restaurant / bar vegan waiters and very friendly and pleasant professionals at the same time.A special place with excellent well -prepared dishes.Place not to lose!!More",0.9672,50,August 2019,"['Bar', 'Mediterranean']",5.0
1890,1937,Zenith Brunch & Cocktails,"Restaurante maravilhoso. Pratos super bem servidos e atendimento impecável. Como é um ótimo lugar costuma estar cheio, então se for possível chegue cedo",Portuguese,"Wonderful restaurant.Super well served dishes and impeccable service.As it is a great place is usually full, so if possible arrive early",0.872,50,January 2023,"['Cafe', 'International']",5.0
1891,1938,Zenith Brunch & Cocktails,"Lugar lindo, decoração linda e atendentes suuuuper atenciosos e educados (inclusive alguns falam português) comida simplesmente deliciosa! Melhor cappuccino que tomamos em Barcelona. Sem dúvida vamos voltar e recomendo demais!
Ainda tomamos um Gingerbread latte especial de natal que além de delicioso estava lindo!",Portuguese,"Beautiful place, beautiful decoration and careful assistance and educated (including some speak Portuguese) simply delicious food!Best cappuccino we took in Barcelona.No doubt let's go back and recommend it too much!
We still took a special Christmas Gingerbread Latte that besides being delicious was beautiful!",0.9758,50,December 2022,"['Cafe', 'International']",5.0
1892,1939,Zenith Brunch & Cocktails,"Melhor cardapio de brunch com.opcoes de varias nacionalidades como acai brasileiro, a ovos benedict tipo ingles e panquecas americanas  tudo delicioso, lical charmoso e atendimento nota 10.",Portuguese,"Best brunch cardio com. OPTIONS OF VARIOUS JORTS LIKE AUI BRAZILIAN, EGGS BENEDICE ENGLISH AND AMERICAN PANCALS All delicious, charming lyical and note 10.",0.9426,50,December 2022,"['Cafe', 'International']",5.0
1893,1940,Zenith Brunch & Cocktails,"Para além da comida que era muito boa e com grande variedade, toda equipe foi muito simpática e prestável! 
Um especial agradecimento ao Gael, 5*.
Gostamos muito, sem duvida um sítio a repetir 👏",Portuguese,"Apart from the food that was very good and with a wide variety, the whole team was very friendly and helpful!
A special thanks to Gael, 5*.
We like it very much, without doubt a place to repeat 👏",0.9613,50,December 2022,"['Cafe', 'International']",5.0
1894,1941,Zenith Brunch & Cocktails,"Funcionário muito simpático, o Fefo.
Espaço agradável.
Panquecas muito boas.
 Aconselho a virem fazer uma visita.",Portuguese,"Very friendly employee, the fefo.
Pleasant space.
Very good pancakes.
 I advise you to make a visit.",0.8746,50,,"['Cafe', 'International']",5.0
1895,1942,Zenith Brunch & Cocktails,"Muita variedade de comida, tudo muito bom! Um especial agradecimento ao excelente serviço e simpatia do Felipe, 5*, obrigado. Sem dúvida um sítio para ir quando for a Barcelona!",Portuguese,"Lots of food, all very good!A special thanks to Felipe's excellent service and sympathy, 5*, thanks.No doubt a place to go when you go to Barcelona!",0.8867,50,November 2022,"['Cafe', 'International']",5.0
1896,1943,Zenith Brunch & Cocktails,Sem dúvida dos melhores brunch de Barcelona! Toda a gente simpática e muito prestável e comida ótima! Espaço muito agradável!,Portuguese,No doubt the best brunch in Barcelona!Everyone friendly and very helpful and great food!Very nice space!,0.9416,50,,"['Cafe', 'International']",5.0
1897,1944,Zenith Brunch & Cocktails,"5 star service! The staff are impeccable, super friendly and attentive. The food is great! Without a doubt my favorite place for brunch in Barcelona.
Many thanks to Felipe and all the staff for the excellent service. Loved it!
-------------------
Serviço 5 estrelas! Os funcionários...são impecáveis,  super simpáticos e atenciosos. A comida é ótima! Sem dúvida o meu sítio preferido para brunch em Barcelona.
Muito obrigada ao Felipe e a todos os funcionários pelo excelente serviço. Adorei!Mais",Portuguese,"5 Star Service!The staff are impeccable, super friendly and atttentive.The Food is Great!Without a double my favorite place for brunch in Barcelona.
Many Thanks to Felipe and All The Staff for the Excellent Service.Loved it!
-------------------------------------------------------------
5 stars service!Employees ... are impeccable, super friendly and attentive.The food is great!No doubt my favorite site for Brunch in Barcelona.
Thank you very much to Felipe and all employees for the excellent service.I loved it!",0.9887,50,November 2022,"['Cafe', 'International']",5.0
1898,1945,Zenith Brunch & Cocktails,"Brunch muito bom com qualidade preço muito bom 
O staff tinha imensos portugueses e super simpáticos
Vamos voltar de certeza",Portuguese,"Very good brunch with quality very good price
The staff had huge Portuguese and super friendly
Let's go back sure",0.9523,50,November 2022,"['Cafe', 'International']",5.0
1899,1946,Zenith Brunch & Cocktails,"Espaço muito acolhedor , staff muito simpática especialmente o Felipe e comida muito boa a um preço justo. Vou voltar !",Portuguese,"Very welcoming space, very friendly staff especially Felipe and very good food at a fair price.I will come back !",0.9095,50,November 2022,"['Cafe', 'International']",5.0
1900,1947,Zenith Brunch & Cocktails,Atendimento 5/5! É um ambiente muito acolhedor e o Felipe (quem nos atendeu) era português e senti me logo em casa ☺️ recomendo imenso! A comida estava ótima também :),Portuguese,Service 5/5!It is a very welcoming environment and Felipe (who answered us) was Portuguese and I felt at home ☺️ I recommend it a lot!The food was great too :),0.9243,50,,"['Cafe', 'International']",5.0
1901,1948,Zenith Brunch & Cocktails,Fomos muito bem atendidos pelo Felipe e escolhemos com a sua ajuda a tosta de frango e os ovos bennedict com bacon. Ficamos maravilhados. Para acompanhar uma fresca limonada para ajudar a refrescar para o resto da tarde de passeio pela cidade. A repetir!,Portuguese,We were very well attended by Felipe and chose with his help to the chicken toast and the Bennedict eggs with bacon.We were amazed.To accompany a fresh lemonade to help cool to the rest of the city's rest.To repeat!,0.893,50,November 2022,"['Cafe', 'International']",5.0
1902,1949,Zenith Brunch & Cocktails,"A fila parece assustadora, mas não não se espera tempo nenhum ! 

A Lara foi super simpática e aconselhou a MELHOR TOSTA DE FRANGO que já comi!!

Tem mesmo de experimentar, assim como o bagel de bacon e ovos e os sumos do dia que...Mais",Portuguese,"The line sounds scary, but you don't expect any time!

Lara was super friendly and advised the best chicken toast I've ever eaten !!

You really have to try it, as well as the Bacon and Egg Bagel and the juices of the day that ... More",0.9632,50,October 2022,"['Cafe', 'International']",5.0
1903,1950,Zenith Brunch & Cocktails,"O melhor brunch que comi em toda Europa. Super recomendo e o Fefo nos serviu perfeitamente bem, com muita atenção. A comida é perfeita.",Portuguese,"The best brunch I ate throughout Europe.Super recommend and the fefo served us perfectly well, very carefully.The food is perfect.",0.9493,50,,"['Cafe', 'International']",5.0
1904,1951,Zenith Brunch & Cocktails,"Estava imensa fila e não esperamos nada! Comida top, Filipe é o melhor para atender! Recomendo principalmente as panquecas de nutella e a tosca vegan",Portuguese,"It was a huge line and we didn't expect anything!Top food, Philip is the best to answer!I mainly recommend Nutella's pancakes and Tosca Vegan",0.8619,50,October 2022,"['Cafe', 'International']",5.0
1905,1952,Zenith Brunch & Cocktails,"Um lugar maravilhoso, além de ser súper moderno é muito aconchegante. Os funcionários são extremamente atenciosos, principalmente o Felipe. E a comida…. Meu Deus do céu, DELICIOSA!!! Recomendo a tapioca de doce de leite! Flipei en colores!!!",Portuguese,"A wonderful place, besides being modern super is very cozy.Employees are extremely attentive, especially Felipe.It's the food….My God from heaven, delicious !!!I recommend the dulce de leche tapioca!Flipei en colors !!!",0.9655,50,,"['Cafe', 'International']",5.0
1906,1953,Zenith Brunch & Cocktails,"Tudo fantástico, sempre venho aqui para comer as tostas com frango, molho de maionese com 🧄 alho ¡EXCELENTE! Como sempre. Obrigado pelo fantástico serviço Fefo!!! 

Btw: O local é incrível 5 Estrelas ⭐️",Portuguese,"All fantastic, I always come here to eat the toasts with chicken, mayonnaise sauce with 🧄 Garlic ¡Excellent!Like always.Thanks for the fantastic service fefo !!!

BTW: The place is amazing 5 stars ⭐️",0.9212,50,October 2022,"['Cafe', 'International']",5.0
1907,1954,Zenith Brunch & Cocktails,Excelente atendimento. Tudo delicioso. Nossa experiência foi maravilhosa. Super recomendo. O Brunch valeu super a pena.,Portuguese,Excellent service.All delicious.Our experience was wonderful.Super recommend.Brunch was worth it.,0.6808,50,September 2022,"['Cafe', 'International']",5.0
1908,1955,Zenith Brunch & Cocktails,Comida e atendimento excelentes! Recomendo experimentar o yogurte. Nuno foi muito simpático e atencioso. Trilha sonora muito boa também!,Portuguese,Excellent food and service!I recommend trying yogurt.Nuno was very friendly and attentive.Very good soundtrack too!,0.9213,50,September 2022,"['Cafe', 'International']",5.0
1909,1956,Zenith Brunch & Cocktails,"Fomos ao zenith no café da manhã, quem Nos atende deu foi o Fefo, muito simpático, eficiente e acolhedor.  Comida muito gostosa. Várias opções no cardápio para todos os gostos.",Portuguese,"We went to Zenith for breakfast, who answers us gave was the fefo, very friendly, efficient and welcoming.Very hot food.Several menu options for all tastes.",0.763,50,September 2022,"['Cafe', 'International']",5.0
1910,1957,Bella Italia,Excelente atendimento em português pela Renata. Os pratos estavam bastante saborosos. Superou as nossas expectativas,Portuguese,Excellent service in Portuguese by Renata.The dishes were quite tasty.Exceeded our expectations,0.5719,50,January 2023,"['Italian', 'Pizza']",5.0
1911,1958,Bella Italia,"Experiência incrível. Lugar agradável, comida deliciosa e atendimento personalizado, principalmente pela Renata 😊",Portuguese,"Amazing experience.Pleasant place, delicious food and personalized service, mainly by Renata 😊",0.8176,50,January 2023,"['Italian', 'Pizza']",5.0
1912,1959,Bella Italia,"Comi o menu de degustação, estava tudo ótimo e comi imenso por apenas 20€. Renata melhor empregada do mundo!",Portuguese,"I ate the tasting menu, everything was great and ate a lot for just 20 €.Renata best maid in the world!",0.8622,50,October 2022,"['Italian', 'Pizza']",5.0
1913,1960,Bella Italia,"Conheci o restaurante no dia 04 de outubro com uns amigos e provamos o menu degustação para 4, com duas garrafas de vinho, e a comida estava incrível, sem falar no atendimento da camareira Renata que prestou um atendimento impecável.
Muito recomendável 
Really highly recommended!!",Portuguese,"I met the restaurant on October 4th with some friends and tasted the tasting menu for 4, with two bottles of wine, and the food was amazing, not to mention the service of the Blackblack Renata who provided impeccable service.
Very recommended
Really Highly recommends !!",0.9011,50,October 2022,"['Italian', 'Pizza']",5.0
1914,1961,Bella Italia,"Ótimo restaurante italiano no centro de Barcelona. A comida não só é ótima como tem também uma boa relação preço/qualidade. O atendimento é altamente eficaz e simpático, sendo que a menina Renata é uma alegria no bom atendimento.",Portuguese,"Great Italian restaurant in the center of Barcelona.The food is not only great but also has a good price/quality ratio.The service is highly effective and friendly, and the girl Renata is a joy in good service.",0.9766,50,September 2022,"['Italian', 'Pizza']",5.0
1915,1962,Bella Italia,"Super atenciosos, local agradável, comida excelente! Fomos eu e meu esposo, sem reserva. Eles nos acomodaram, o restaurante estava cheio mas deu tudo certo! Uma delícia! A moça  que nos atendeu era brasileira, acho que Renata, uma simpatia e muito eficiente! Vamos voltar!",Portuguese,"Super attentive, nice place, excellent food!It was me and my husband, without reserve.They settled us, the restaurant was full but it all worked out!A delight!The girl who answered us was Brazilian, I think Renata, a very efficient sympathy!Let's go back!",0.9002,50,July 2022,"['Italian', 'Pizza']",5.0
1916,1963,Bella Italia,"O atendimento do restaurante é excelente, eu e meu noivo acabamos chegando um pouco tarde e mesmo assim o lugar estava super animado e os atendentes muito solicitos e simpáticos! A pizza é enorme e maravilhosa, cerveja refrescante e o vinho da casa muito bom!...A Renata, que nos recepcinou, foi muito atenciosa e extremamente simpática. Nota 10, recomendo muito!Mais",Portuguese,"The restaurant's service is excellent, my fiancé and I ended up coming a little late and yet the place was super excited and the very requested and friendly attendants!The pizza is huge and wonderful, refreshing beer and the house wine very good! ... Renata, who welcomed us, was very attentive and extremely friendly.Note 10, I recommend it a lot! More",0.9812,50,May 2022,"['Italian', 'Pizza']",5.0
1917,1964,Bella Italia,"Obrigado a camarera Renata pela atenção! Comida muito boa e o menu degustação é delicioso 

Obrigado pela experiência maravilhosa",Portuguese,"Thanks to Camarera Renata for the attention!Very good food and the tasting menu is delicious

Thanks for the wonderful experience",0.9468,50,May 2022,"['Italian', 'Pizza']",5.0
1918,1965,Bella Italia,"Estava tudo incrível!! A comida estava excelente, o ambiente ótimo e o atendimento ainda melhor. A Renata foi super atenciosa e simpática.
Sem duvida um lugar a repetir.",Portuguese,"Everything was amazing !!The food was excellent, the great atmosphere and the service even better.Renata was super attentive and friendly.
No doubt a place to repeat.",0.9484,50,April 2022,"['Italian', 'Pizza']",5.0
1919,1966,Bella Italia,"Comida muito gostosa! Estávamos com vontade de comer algo mais típico do Brasil, e eles super nos atenderam conforme solicitamos. A Renata foi muito bacana, lugar super agradável!",Portuguese,"Very hot food!We were wanting to eat something more typical in Brazil, and they super attended to us as we requested.Renata was very cool, super nice place!",0.933,50,,"['Italian', 'Pizza']",5.0
1920,1967,Bella Italia,"Ótimo restaurante, boa relação qualidade/preço. Gostámos muito da comida! Pizzas feitas em forno de lenha com ingredientes muito saborosos. Foi-nos oferecida uma entrada que também estava deliciosa. E queremos também realçar a simpatia da colaboradora Renata que nos atendeu. Recomendamos!",Portuguese,"Great restaurant, good quality/price ratio.We liked the food a lot!Pizzas made of wood oven with very tasty ingredients.We were offered an entrance that was also delicious.And we also want to highlight the sympathy of the collaborator Renata who answered us.We recommend it!",0.9523,50,March 2022,"['Italian', 'Pizza']",5.0
1921,1968,Bella Italia,"Fomos pelas boas recomendações aqui no TripAdvisor e superou expectativas, tudo ótimo desde as entradas à sobremesa. De salientar a calorosa receção da Renata, uma funcionária eficiente e super simpática. Um sítio com comida ótima a preços acessíveis mesmo no centro de Barcelona. Sem dúvida...Mais",Portuguese,"We went for the good recommendations here at TripAdvisor and exceeded expectations, all great from dessert tickets.To emphasize the warm reception of Renata, an efficient and super friendly employee.A place with great food at affordable prices even in downtown Barcelona.No doubt ... more",0.9657,50,March 2022,"['Italian', 'Pizza']",5.0
1922,1969,Bella Italia,"Melhor restaurante italiano que fui em Barcelona. 
Comida espetacular, dentro de 10 min a comida estava na mesa. Comida com muita qualidade com preço fantástico. Éramos 4 amigos, bebemos vinho, entrada, pizzas, massas, sobremesas por 88€, fantástico. 
O STAFF dedicado e apaixonado no que fazem....Mais",Portuguese,"Best Italian restaurant I went to in Barcelona.
Spectacular food, within 10 min the food was on the table.Very quality food with fantastic price.We were 4 friends, we drink wine, entrance, pizzas, pasta, desserts for 88 €, fantastic.
The dedicated and passionate staff in what they do .... More",0.9678,50,March 2022,"['Italian', 'Pizza']",5.0
1923,1970,Bella Italia,"Comida maravilhosa e preço super acessível!
Melhor restaurante que experimentamos em Barcelona. Aconselhamos imenso!",Portuguese,"Wonderful food and super affordable price!
Best restaurant we tried in Barcelona.We advise it a lot!",0.9244,50,February 2022,"['Italian', 'Pizza']",5.0
1924,1971,Bella Italia,"Quero parabenizar o restaurante, comida incrivel e atendimento perfeito feito pela Renata, que nos atendeu com muita atenção e simpatia. Se está por barcelona, precisa colocar o la bella italia no roteiro.",Portuguese,"I want to congratulate the restaurant, amazing food and perfect service made by Renata, which attended us very carefully and sympathically.If you are in Barcelona, you need to put La Bella Italia in the script.",0.9152,50,February 2022,"['Italian', 'Pizza']",5.0
1925,1972,Bella Italia,"Atendentes muito atenciosos e prestativos, ambiente de acordo com a proposta, imersão no mundo italiano, não só da culinária. Comida excepcional desde a entrada, com tábua de frios, massa, pizza e doces variados e saborosos, sem contar o vinho que harmoniza bem com o cardápio....Mais",Portuguese,"Very attentive and helpful attendants, environment according to the proposal, immersion in the Italian world, not just cooking.Exceptional food since the entrance, with cold board, pasta, pizza and varied and tasty candy, not to mention the wine that harmonizes well with the menu .... more",0.7693,50,December 2021,"['Italian', 'Pizza']",5.0
1926,1973,Bella Italia,"Nossa experiência foi ótima. Chegamos através das recomendações do Google e TripAdvisor. O local é próximo ao hotel onde nos hospedamos. Experimentamos as pizzas e também as massas (deliciosas). Destaque para o atendimento da Renata (brasileira), muito simpática!",Portuguese,"Our experience was great.We arrived through Google and TripAdvisor recommendations.The place is close to the hotel where we stay.We tried the pizzas and also the masses (delicious).Highlight for the service of Renata (Brazilian), very friendly!",0.5838,50,January 2022,"['Italian', 'Pizza']",5.0
1927,1974,"We love italy, Pasta & Pizza, Restaurante Barcelona","Há muito tempo que não comia uma pizza tão boa! Fantástico! Além disso, saliento a educação e atenção do atendimento! Impecável!",Portuguese,"I hadn't eaten such a good pizza for a long time!Fantastic!Also, I stress the education and attention of the service!Impeccable!",-0.7487,50,November 2022,"['Italian', 'Pizza']",5.0
1928,1975,"We love italy, Pasta & Pizza, Restaurante Barcelona","Do início ao fim fomos muito bem atendidos! Entradas, aperitivos estavam deliciosos! Damos os parabéns pelo atendimento da equipe! Foi uma experiência muito legal, voltaremos e indicaremos!",Portuguese,"From beginning to end we were very well attended!Entries, appetizers were delicious!We congratulate the team's service!It was a really cool experience, we will come back and indicate!",0.8539,50,October 2022,"['Italian', 'Pizza']",5.0
1929,1976,"We love italy, Pasta & Pizza, Restaurante Barcelona","Tanto a comida quanto o atendimento excelentes. Massas bem temperadas, pizzas e piadinas no ponto certo. Menu variado e custo benefício muito bom.",Portuguese,"Both food and excellent service.Well seasoned pasta, pizzas and pisses at the right point.Varied menu and very good cost benefit.",0.8297,50,November 2021,"['Italian', 'Pizza']",5.0
1930,1977,"We love italy, Pasta & Pizza, Restaurante Barcelona","O ligar é piccolo, mas super acolhedor.
O pessoal é muito cordial e afetuoso.
As entradas são ótimas e as pizzas... maravilhosas.
Recomendo muito!",Portuguese,"The call is piccolo, but super welcoming.
The staff is very cordial and affectionate.
The entrances are great and the pizzas ... wonderful.
I recommend it a lot!",0.9844,50,,"['Italian', 'Pizza']",5.0
1931,1978,"We love italy, Pasta & Pizza, Restaurante Barcelona","Preço justo , comida deliciosa e bem servida e vinho italiano dos bons , fora a simpatia do pessoal !Mais",Portuguese,"Fair price, delicious and well served food and Italian wine of the good, apart from the sympathy of the staff!",0.9151,50,January 2020,"['Italian', 'Pizza']",5.0
1932,1979,"We love italy, Pasta & Pizza, Restaurante Barcelona",Esta é uma jóia absoluta de um restaurante italiano. A comida é para morrer O serviço é tão amigável e os preços são baixos. O que mais você pode querer ?,Portuguese,This is an absolute jewel of an Italian restaurant.The food is to die the service is so friendly and the prices are low.What else can you want?,0.4618,50,September 2020,"['Italian', 'Pizza']",5.0
1933,1980,"We love italy, Pasta & Pizza, Restaurante Barcelona","Ótima pizza e massas locais com bons preços, comida saborosa e serviço excelente. É também o restaurante favorito dos meus sogros em Barcelona.",Portuguese,"Great pizza and local pasta with good prices, tasty food and excellent service.It is also the favorite restaurant of my in -laws in Barcelona.",0.9287,50,September 2020,"['Italian', 'Pizza']",5.0
1934,1981,"We love italy, Pasta & Pizza, Restaurante Barcelona",Excelente equipe e comida adorável. Adequado para vegetarianos e tão saboroso! Até consegui uma dose grátis de limonchello no final:),Portuguese,Excellent team and lovely food.Suitable for vegetarians and so tasty!I even got a free dose from Limonchello at the end :),0.9336,50,September 2020,"['Italian', 'Pizza']",5.0
1935,1982,"We love italy, Pasta & Pizza, Restaurante Barcelona",Um lugar perfeito para comer comida italiana realmente boa perto do centro de Barcelona! A qualidade da comida é excelente e o serviço foi excelente. 100% recomendariam! Ele ainda tem opções veganas se você pedir.,Portuguese,A perfect place to eat really good Italian food near the center of Barcelona!The quality of the food is excellent and the service was excellent.100% would recommend!It still has vegan options if you ask.,0.9038,50,August 2020,"['Italian', 'Pizza']",5.0
1936,1983,"We love italy, Pasta & Pizza, Restaurante Barcelona","Lugar maravilhoso. Excelente comida italiana genuína no coração de Barcelona. Recomendo a tentar a salada de Burrata. Vistas deslumbrantes na frente dele também. Muito acessível e verdadeiramente delicioso, você não se arrependerá! ! !Mais",Portuguese,"Wonderful place.Excellent genuine Italian food in the heart of Barcelona.I recommend trying the Burrata salad.Stunning views in front of him too.Very accessible and truly delicious, you will not regret it!!!More",0.9433,50,August 2020,"['Italian', 'Pizza']",5.0
1937,1984,"We love italy, Pasta & Pizza, Restaurante Barcelona",Um dos melhores restaurantes de massas de barcelona. Definitivamente voltarei. 5 estrelas. Eles são profissionais no que fazem.,Portuguese,One of the best mass restaurants in Barcelona.I will definitely be back.5 stars.They are professional in what they do.,0.7845,50,July 2020,"['Italian', 'Pizza']",5.0
1938,1985,"We love italy, Pasta & Pizza, Restaurante Barcelona",O serviço e comida foram excelentes - obrigado! Excelente menu e opção para sentar por dentro ou por fora. Definitivamente um local para conferir!Mais,Portuguese,The service and food were excellent - thanks!Excellent menu and option to sit inside or out.Definitely a place to check it out!,0.6467,50,March 2020,"['Italian', 'Pizza']",5.0
1939,1986,"We love italy, Pasta & Pizza, Restaurante Barcelona","Deliciosa pizza com crosta crocante, equipe encantadora. Preços razoáveis e mesas agradáveis fora. Altamente recomendado.",Portuguese,"Delicious pizza with crispy crust, charming team.Reasonable prices and pleasant tables outside.Highly recommended.",0.9118,50,February 2020,"['Italian', 'Pizza']",5.0
1940,1987,"We love italy, Pasta & Pizza, Restaurante Barcelona",Eu comi o Quatro formagi três vezes aqui porque é tão bom! Também o serviço é ótimo! Eu também recomendaria o Tiramisu. Realmente gostei e eu recomendaria a ninguém.Mais,Portuguese,I ate the four formoge three times here because it's so good!Also the service is great!I would also recommend Tiramisu.I really liked it and I would recommend it to anyone.,0.8261,50,January 2020,"['Italian', 'Pizza']",5.0
1942,1989,"We love italy, Pasta & Pizza, Restaurante Barcelona","Meus três amigos e eu estávamos com muita fome e, quando descobrimos que havia um restaurante italiano, estávamos todos animados para jantar. Foi incrível, a comida era muito bem feita e extremamente deliciosa. Tivemos duas pizzas, macarrão e um crepe. As bebidas eram pequenas, mas...adequadas, bastava. Os preços eram aceitáveis e bastante baixos para a boa qualidade da comida. A mulher que nos deu a comida era muito engraçada e nos divertimos muito, já que não falamos espanhol tão bem. Ela até tentou falar conosco em alemão (nossa língua materna).
Em geral, foi uma ótima noite e provavelmente a melhor comida que recebi nesta área.Mais",Portuguese,"My three friends and I were very hungry, and when we found out there was an Italian restaurant, we were all excited to dinner.It was amazing, the food was very well done and extremely delicious.We had two pizzas, noodles and a crepe.The drinks were small, but ... suitable, it was enough.Prices were acceptable and quite low for good food quality.The woman who gave us the food was very funny and we had a lot of fun, since we didn't speak Spanish so well.She even tried to talk to us in German (our mother tongue).
In general, it was a great night and probably the best food I received in this area.",0.9863,50,September 2019,"['Italian', 'Pizza']",5.0
1943,1990,"We love italy, Pasta & Pizza, Restaurante Barcelona","Este lugar é fantástico. Equipe Encantadora, comida incrível e muita bondade e simplicidade foi sentida enquanto aqui. A massa é absolutamente incrível. Eu não poderia recomendar este lugar mais! Chegue aqui, sente-se, tome uma cerveja, converse com a equipe e sua noite será ótima.Mais",Portuguese,"This place is fantastic.Charming team, amazing food and a lot of kindness and simplicity was felt while here.The dough is absolutely amazing.I could not recommend this place more!Arrive here, feel, take a beer, talk to the team and your night will be great.",0.8774,50,July 2019,"['Italian', 'Pizza']",5.0
1944,1991,9 Nine,"Sem dúvida a melhor experiência gastronómica que se pode ter em Barcelona.
Vimos o restaurante ainda em Portugal e ficamos encantados, contudo ao chegar a Barcelona na segunda-feira reparamos que estava fechado, mas a vontade era tanta que aguardamos por terça-feira para ir jantar.
Fizemos...a reserva por telemóvel, a senhora que nos atendeu foi super atenciosa.
Ao chegar ao restaurante ficamos encantados com o ambiente, super calmo e tranquilo, pelo atendimento super profissional e atencioso tanto pela empregada de mesa como pela chefe de sala, 5 estrelas!
Música ambiente incrível.
De entrada pedimos ovos rotos com presunto, muito saboroso.
De prato principal pedimos Chuletón 500gr, acompanhado de batatas fritas e pimentos padron, simplesmente divinal!
Vinho Branco Mytilus Alvarinho, 5 estrelas.
Sobremesa Obsessió de Xocolata i Gelat de Coco e Ananás em rum abuelo e Coco.
Finalizámos com um mini gin tónico de frutos vermelhos e um copo de East India Solera, finalizando em grande!
Durante todo o jantar o Chef de cozinha vinha às mesas perguntar se estava tudo bem, se estávamos a gostar.
Uma experiência incrível, preço-qualidade top, sem dúvida o melhor restaurante de Barcelona.
Um grande obrigada a toda a equipa do 9 Nine, e um abraço da Flávia e do Diogo diretamente de Portugal!
Muchas GraciasMais",Portuguese,"Undoubtedly the best gastronomic experience can be in Barcelona.
We saw the restaurant still in Portugal and we were delighted, but when I arrived in Barcelona on Monday we noticed it was closed, but the desire was so much we waited for Tuesday to go to dinner.
We did ... The reservation by mobile phone, the lady who answered us was super attentive.
Upon arriving at the restaurant we were delighted with the environment, super calm and quiet, for the super professional and attentive service for both the table and the room boss, 5 stars!
Amazing ambient music.
From entrance we ordered Rota eggs with ham, very tasty.
From the main course we ordered 500gr Chuleton, accompanied by chips and patron peppers, simply divine!
White wine Mythilus Alvarinho, 5 stars.
Dessert Obsessió de Xocolata I Coconut Gelat and Pineapple in Rum Abuelo and Coconut.
We finished with a mini gin of red fruits and a glass of East India Solera, finishing large!
Throughout dinner the chef came to the tables to ask if everything was okay, if we were enjoying it.
An amazing experience, top price-to-top, undoubtedly the best restaurant in Barcelona.
A great thanks to the entire 9 Nine team, and a hug from Flávia and Diogo directly from Portugal!
Muchas Graciasmais",0.9978,50,February 2022,"['Steakhouse', 'International']",4.5
1945,1992,9 Nine,Recomendamos o menu mesmo. Carne. Maravilhosa. Entrada perfeita. Atendimento amistoso. Boa decoração.Mais,Portuguese,We recommend the same menu.Meat.Wonderful.Perfect entrance.Friendly service.Good decoration.More,0.3612,50,October 2019,"['Steakhouse', 'International']",4.5
1946,1993,9 Nine,"Maravilhosa experiência, comida muito boa, ambiente lindo, atendimento impecável! Cozinha muito organizada, limpa e o sabor surpreendente pelo cuidado no preparo! Recomendo! Vinhos maravilhosos na adega!Mais",Portuguese,"Wonderful experience, very good food, beautiful environment, impeccable service!Very organized kitchen, clean and the surprising flavor for care in preparation!I recommend!Wonderful wines in the Adega! More",0.9649,50,July 2019,"['Steakhouse', 'International']",4.5
1947,1994,9 Nine,Excelente atendimento. Comida maravilhosa. Atendimento nota 10. Garçons muito simpáticos. Ambiente cleanMais,Portuguese,Excellent service.Wonderful food.Service Note 10. Very friendly waiters.Cleanmais environment,0.8016,50,April 2019,"['Steakhouse', 'International']",4.5
1948,1995,9 Nine,"Comida saborosa, bem temperada e extremamente bem feita!
Minha esposa está grávida e tiveram todo um cuidado em  não entregar um prato que ela não pudesse comer. O chefe do restaurante veio até a nossa mesa confirmar o que poderia oferecer. 
Comida incrível com atendimento...à altura. 

Agradeço muito por tudo!Mais",Portuguese,"Tasty, well -seasoned and extremely well done food!
My wife is pregnant and were careful not to deliver a plate she couldn't eat.The head of the restaurant came to our table to confirm what it could offer.
Amazing food with service ... at height.

Thank you very much for everything!",0.893,50,February 2019,"['Steakhouse', 'International']",4.5
1949,1996,9 Nine,"Estivemos em família e optamos por 2 menus diferentes, sendo pedido ao todo mais de 10 pratos. Tudo estava muito bom! Salada, entradas, tapas, principais e sobremesas. Ambiente aconchegante e bonito. Serviço muito bom também. Estive na europa por 1 mês em varias cidades e...ao menos em 20 restaurantes. Esta foi definitivamente a melhor experiência.
A conta saiu algo em torno de 32 euros por pessoa, inckuído o serviço. Valor mais que justo por se tratar de barcelona.Mais",Portuguese,"We were in family and opted for 2 different menus, being requested in all 10 dishes.Everything was very good!Salad, starters, tapas, main and desserts.Cozy and beautiful atmosphere.Very good service too.I was in Europe for 1 month in several cities and ... at least in 20 restaurants.This was definitely the best experience.
The bill came out around 32 euros per person, incitoing the service.More than fair value because it is Barcelona.",0.9565,50,January 2019,"['Steakhouse', 'International']",4.5
1950,1997,9 Nine,"Escolhemos esse restaurante para comemorar meu aniversário e foi uma excelente escolha! Ambiente agradável, comida muito saborosa, atendimento primoroso.
Ótima comemoração!Mais",Portuguese,"We chose this restaurant to celebrate my birthday and it was an excellent choice!Nice atmosphere, very tasty food, exquisite service.
Great celebration! More",0.9199,50,October 2018,"['Steakhouse', 'International']",4.5
